application,app_instance_count,policy,app_mix_str,num_edges,num_nodes,deadline,sim_ticks,sim_seconds,final_tick,host_seconds,sim_insts,system.cpu.cpi,system.cpu.ipc,mem_ctrls.bw_total::total,dag_deadlines_met,node_deadlines_met,percent_dag_deadlines_met,percent_node_deadlines_met,num_forwards,num_colocations,forwards_only,percent_forwards,percent_colocations,total_dags
canny,1,FCFS,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3728930000.0,0.003729,3885210000.0,2156.2,95468.0,4.801298,0.208277,132340376.0,1,12,100.0,100.0,11,3,8,78.57142857142857,21.428571428571427,12
canny,1,GEDF_D,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3729095000.0,0.003729,3885465000.0,2200.8,95553.0,4.797992,0.208421,132351683.0,1,12,100.0,100.0,11,3,8,78.57142857142857,21.428571428571427,12
canny,1,GEDF_N,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3736615000.0,0.003737,3892990000.0,2437.3,95188.0,4.816509,0.207619,114546454.0,1,12,100.0,100.0,12,4,8,85.71428571428571,28.57142857142857,12
canny,1,LAX,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3753091250.0,0.003753,3910231250.0,2469.6,115655.0,3.410878,0.29318,114043590.0,1,12,100.0,100.0,12,4,8,85.71428571428571,28.57142857142857,12
canny,1,HetSched,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3733503750.0,0.003734,3890493125.0,2154.25,99396.0,4.389606,0.227811,132195394.0,1,12,100.0,100.0,11,3,8,78.57142857142857,21.428571428571427,12
canny,1,ELF,canny_1_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,3754383750.0,0.003754,3911513125.0,2550.58,114371.0,3.535256,0.282865,114004329.0,1,12,100.0,100.0,12,4,8,85.71428571428571,28.57142857142857,12
canny,2,FCFS,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50055226875.0,0.050055,56001305000.0,36497.8,3288179.0,4.174088,0.239573,205768002.0,16,36,1600.0,300.0,20,4,16,142.85714285714286,28.57142857142857,198
canny,2,GEDF_D,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50052957500.0,0.050053,55999405000.0,36850.25,3290112.0,4.170405,0.239785,205778610.0,16,36,1600.0,300.0,20,4,16,142.85714285714286,28.57142857142857,198
canny,2,GEDF_N,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50046640000.0,0.050047,55993087500.0,40951.66,3284191.0,4.147545,0.241107,184852609.0,16,36,1600.0,300.0,22,6,16,157.14285714285714,42.857142857142854,198
canny,2,LAX,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50143298750.0,0.050143,56091273125.0,41144.45,3654451.0,2.642372,0.378448,184586899.0,16,36,1600.0,300.0,22,6,16,157.14285714285714,42.857142857142854,198
canny,2,HetSched,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50640318750.0,0.05064,56588561250.0,36290.0,3369930.0,3.647668,0.274148,191247374.0,17,36,1700.0,300.0,22,6,16,157.14285714285714,42.857142857142854,208
canny,2,ELF,canny_2_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50142604375.0,0.050143,56089708750.0,41934.46,3622594.0,2.664905,0.375248,172784962.0,16,36,1600.0,300.0,22,6,16,157.14285714285714,42.857142857142854,197
canny,3,FCFS,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50112798750.0,0.050113,59027731875.0,36837.61,4761156.0,4.186185,0.238881,227254120.0,15,72,1500.0,600.0,27,3,24,192.85714285714286,21.428571428571427,197
canny,3,GEDF_D,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50108051875.0,0.050108,59023556875.0,37066.44,4763497.0,4.176343,0.239444,227276926.0,15,72,1500.0,600.0,27,3,24,192.85714285714286,21.428571428571427,197
canny,3,GEDF_N,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50104159375.0,0.050104,59019664375.0,41540.75,4757558.0,4.172266,0.239678,206366660.0,15,72,1500.0,600.0,30,6,24,214.28571428571428,42.857142857142854,197
canny,3,LAX,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50235106250.0,0.050235,59151249375.0,41281.56,5140592.0,2.64048,0.378719,205923004.0,15,72,1500.0,600.0,30,6,24,214.28571428571428,42.857142857142854,197
canny,3,HetSched,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50642826250.0,0.050643,59558589375.0,37051.6,4845745.0,3.630127,0.275472,192952896.0,17,72,1700.0,600.0,33,9,24,235.71428571428572,64.28571428571429,210
canny,3,ELF,canny_3_deblur_0_gru_0_harris_0_lstm_0_,14,12,16667,50090165625.0,0.05009,59006618750.0,41614.26,5094038.0,2.665024,0.375231,181827388.0,15,72,1500.0,600.0,33,9,24,235.71428571428572,64.28571428571429,193
deblur,1,FCFS,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16052967500.0,0.016053,16242016875.0,4352.24,133664.0,4.33834,0.230503,46102130.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,1,GEDF_D,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16052647500.0,0.016053,16241786875.0,4290.87,133729.0,4.334335,0.230716,46103049.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,1,GEDF_N,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16052647500.0,0.016053,16241786875.0,4329.71,133729.0,4.334382,0.230713,46103049.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,1,LAX,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16098371875.0,0.016098,16288276250.0,4347.15,182332.0,3.098031,0.322786,45976078.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,1,HetSched,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16063053750.0,0.016063,16252808125.0,4371.85,140867.0,4.074547,0.245426,46077166.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,1,ELF,canny_0_deblur_1_gru_0_harris_0_lstm_0_,30,22,16667,16099261250.0,0.016099,16289193750.0,4398.42,178586.0,3.211739,0.311358,45973538.0,1,22,100.0,100.0,26,0,26,86.66666666666667,0.0,22
deblur,2,FCFS,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50272695625.0,0.050273,52052613125.0,14932.92,987215.0,4.364804,0.229105,67249547.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,2,GEDF_D,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50281415625.0,0.050281,52061460625.0,14683.69,987458.0,4.362108,0.229247,67237884.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,2,GEDF_N,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50275748125.0,0.050276,52055793125.0,14621.61,987458.0,4.361265,0.229291,67245464.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,2,LAX,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50342235000.0,0.050342,52123298125.0,14444.41,1156159.0,2.705609,0.369603,67160467.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,2,HetSched,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50287514375.0,0.050288,52069289375.0,14591.11,1011133.0,3.900215,0.256396,67233548.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,2,ELF,canny_0_deblur_2_gru_0_harris_0_lstm_0_,30,22,16667,50344018125.0,0.050344,52125510625.0,14666.82,1152470.0,2.608107,0.38342,67151732.0,0,6,0,27.272727272727273,42,0,42,140.0,0.0,71
deblur,3,FCFS,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50242468750.0,0.050242,52910741875.0,18927.86,1417175.0,4.323377,0.231301,77191589.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
deblur,3,GEDF_D,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50241757500.0,0.050242,52910721875.0,19079.25,1418258.0,4.314656,0.231768,77192682.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
deblur,3,GEDF_N,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50241772500.0,0.050242,52910736875.0,18715.79,1418258.0,4.310108,0.232013,77192659.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
deblur,3,LAX,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50306012500.0,0.050306,52976586875.0,19116.21,1593652.0,2.707447,0.369352,77099174.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
deblur,3,HetSched,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50240769375.0,0.050241,52911313750.0,18255.79,1443506.0,3.859416,0.259107,78503734.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
deblur,3,ELF,canny_0_deblur_3_gru_0_harris_0_lstm_0_,30,22,16667,50299267500.0,0.050299,52969923750.0,19092.92,1590082.0,2.589296,0.386205,77108240.0,0,8,0,36.36363636363637,29,0,29,96.66666666666667,0.0,75
gru,1,FCFS,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3984332500.0,0.003984,9382370000.0,24243.63,6714669.0,3.886869,0.257276,1846914132.0,1,120,100.0,100.0,128,86,42,85.90604026845638,57.71812080536913,120
gru,1,GEDF_D,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3920642500.0,0.003921,9318680000.0,23482.72,6714342.0,3.882951,0.257536,1893697780.0,1,120,100.0,100.0,127,88,39,85.23489932885906,59.06040268456376,120
gru,1,GEDF_N,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3693779375.0,0.003694,9091816875.0,23998.79,6712229.0,3.852348,0.259582,1885808353.0,1,120,100.0,100.0,134,95,39,89.93288590604027,63.758389261744966,120
gru,1,LAX,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3817803750.0,0.003818,9216506250.0,24127.73,6888028.0,2.741338,0.364785,1824848121.0,1,120,100.0,100.0,134,92,42,89.93288590604027,61.74496644295302,120
gru,1,HetSched,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3690755625.0,0.003691,9089338125.0,23941.68,6750861.0,3.379255,0.295923,1887474736.0,1,120,100.0,100.0,134,95,39,89.93288590604027,63.758389261744966,120
gru,1,ELF,canny_0_deblur_0_gru_1_harris_0_lstm_0_,149,120,8000,3820341875.0,0.00382,9219001250.0,24514.53,6878888.0,2.815969,0.355118,1823468220.0,1,120,100.0,100.0,134,92,42,89.93288590604027,61.74496644295302,120
gru,2,FCFS,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1016
gru,2,GEDF_D,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1055
gru,2,GEDF_N,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1478
gru,2,LAX,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1398
gru,2,HetSched,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1617
gru,2,ELF,canny_0_deblur_0_gru_2_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1339
gru,3,FCFS,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,50003711250.0,0.050004,358585843750.0,442507.18,383438047.0,4.291073,0.233042,3893573400.0,0,104,0,86.66666666666667,219,83,136,146.9798657718121,55.70469798657718,1498
gru,3,GEDF_D,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,50004108125.0,0.050004,358588125625.0,438722.75,383452091.0,4.257706,0.234868,3843305344.0,0,106,0,88.33333333333333,218,83,135,146.30872483221478,55.70469798657718,1478
gru,3,GEDF_N,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,50001393750.0,0.050001,358585411250.0,466966.33,383896944.0,4.18256,0.239088,4347322018.0,0,162,0,135.0,216,193,23,144.96644295302013,129.53020134228188,1882
gru,3,LAX,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,50011433125.0,0.050011,358596208125.0,433784.88,387002299.0,2.625197,0.380924,3794689417.0,0,181,0,150.83333333333334,251,113,138,168.45637583892616,75.83892617449665,1485
gru,3,HetSched,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1146
gru,3,ELF,canny_0_deblur_0_gru_3_harris_0_lstm_0_,149,120,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1081
harris,1,FCFS,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6424627500.0,0.006425,6659471875.0,3428.65,146538.0,4.518531,0.221311,138058121.0,1,18,100.0,100.0,17,3,14,77.27272727272727,13.636363636363635,18
harris,1,GEDF_D,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6425112500.0,0.006425,6660006875.0,3355.12,146691.0,4.512955,0.221584,138057660.0,1,18,100.0,100.0,17,3,14,77.27272727272727,13.636363636363635,18
harris,1,GEDF_N,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6299572500.0,0.0063,6534466875.0,3674.61,146373.0,4.515244,0.221472,130405674.0,1,18,100.0,100.0,18,4,14,81.81818181818183,18.181818181818183,18
harris,1,LAX,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6314823750.0,0.006315,6550483125.0,3571.29,180925.0,3.16991,0.315466,130090725.0,1,18,100.0,100.0,18,4,14,81.81818181818183,18.181818181818183,18
harris,1,HetSched,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6304940625.0,0.006305,6540450000.0,3613.37,152175.0,4.160145,0.240376,130294645.0,1,18,100.0,100.0,18,4,14,81.81818181818183,18.181818181818183,18
harris,1,ELF,canny_0_deblur_0_gru_0_harris_1_lstm_0_,22,18,16667,6319605625.0,0.00632,6555253125.0,3549.43,179336.0,3.265461,0.306235,130032798.0,1,18,100.0,100.0,18,4,14,81.81818181818183,18.181818181818183,18
harris,2,FCFS,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50397542500.0,0.050398,59472687500.0,31221.68,4768009.0,4.243903,0.235632,172714850.0,8,54,800.0,300.0,30,6,24,136.36363636363635,27.27272727272727,153
harris,2,GEDF_D,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50397712500.0,0.050398,59473402500.0,31498.48,4770078.0,4.226589,0.236597,172746015.0,8,54,800.0,300.0,30,6,24,136.36363636363635,27.27272727272727,153
harris,2,GEDF_N,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50361842500.0,0.050362,59437532500.0,34921.26,4769217.0,4.22434,0.236723,167628259.0,8,54,800.0,300.0,31,7,24,140.9090909090909,31.818181818181817,153
harris,2,LAX,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50459263750.0,0.050459,59536813125.0,34128.6,5070289.0,2.671804,0.374279,151758457.0,8,54,800.0,300.0,36,8,28,163.63636363636365,36.36363636363637,153
harris,2,HetSched,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50376698125.0,0.050377,59453668125.0,34559.09,4820460.0,3.746328,0.266928,167614399.0,8,54,800.0,300.0,31,7,24,140.9090909090909,31.818181818181817,153
harris,2,ELF,canny_0_deblur_0_gru_0_harris_2_lstm_0_,22,18,16667,50438071875.0,0.050438,59514686250.0,34780.68,5067126.0,2.642226,0.378469,167406637.0,8,54,800.0,300.0,31,7,24,140.9090909090909,31.818181818181817,153
harris,3,FCFS,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,50033455625.0,0.050033,63640910625.0,32077.65,7012034.0,4.240257,0.235835,189925239.0,6,98,600.0,544.4444444444445,41,9,32,186.36363636363635,40.909090909090914,154
harris,3,GEDF_D,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,50031856250.0,0.050032,63640538750.0,32244.69,7014152.0,4.224627,0.236707,189930031.0,6,98,600.0,544.4444444444445,41,9,32,186.36363636363635,40.909090909090914,154
harris,3,GEDF_N,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,51241211875.0,0.051241,64849894375.0,32853.67,7003009.0,4.226249,0.236616,178991317.0,1,83,100.0,461.1111111111111,39,10,29,177.27272727272728,45.45454545454545,148
harris,3,LAX,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,51362983750.0,0.051363,64972428125.0,33342.15,7301758.0,2.691999,0.371471,165832500.0,1,78,100.0,433.3333333333333,43,9,34,195.45454545454547,40.909090909090914,148
harris,3,HetSched,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,51230206250.0,0.05123,64839560625.0,32847.01,7052176.0,3.769139,0.265313,179052256.0,1,83,100.0,461.1111111111111,39,10,29,177.27272727272728,45.45454545454545,148
harris,3,ELF,canny_0_deblur_0_gru_0_harris_3_lstm_0_,22,18,16667,51317699375.0,0.051318,64927083750.0,32845.01,7289987.0,2.640659,0.378693,178744490.0,1,83,100.0,461.1111111111111,39,10,29,177.27272727272728,45.45454545454545,148
lstm,1,FCFS,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,5044312500.0,0.005044,10586446875.0,34732.61,7012799.0,4.119034,0.242775,2825417339.0,1,144,100.0,100.0,119,49,70,68.39080459770115,28.160919540229884,144
lstm,1,GEDF_D,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,5063911875.0,0.005064,10606171875.0,35351.37,7016848.0,4.103526,0.243693,2866387954.0,1,144,100.0,100.0,117,47,70,67.24137931034483,27.011494252873565,144
lstm,1,GEDF_N,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,4522075000.0,0.004522,10064335000.0,32898.77,6983171.0,3.949025,0.253227,2224352316.0,1,144,100.0,100.0,135,81,54,77.58620689655173,46.55172413793103,144
lstm,1,LAX,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,4617471875.0,0.004617,10160501250.0,32986.2,7215991.0,2.768505,0.361206,2178466545.0,1,144,100.0,100.0,135,81,54,77.58620689655173,46.55172413793103,144
lstm,1,HetSched,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,4549778750.0,0.00455,10092503125.0,33036.98,7029258.0,3.490515,0.286491,2210737830.0,1,144,100.0,100.0,135,81,54,77.58620689655173,46.55172413793103,144
lstm,1,ELF,canny_0_deblur_0_gru_0_harris_0_lstm_1_,174,144,8000,4591751875.0,0.004592,10134696250.0,32979.23,7203633.0,2.845001,0.351494,2190919778.0,1,144,100.0,100.0,135,81,54,77.58620689655173,46.55172413793103,144
lstm,2,FCFS,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,50002618125.0,0.050003,271465122500.0,412603.43,264225434.0,4.315229,0.231737,3859910525.0,0,158,0,109.72222222222223,165,46,119,94.82758620689656,26.436781609195403,1430
lstm,2,GEDF_D,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,50003707500.0,0.050004,271467450000.0,418933.36,264296534.0,4.269382,0.234226,3886442060.0,0,186,0,129.16666666666666,173,45,128,99.42528735632183,25.862068965517242,1453
lstm,2,GEDF_N,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,50002299375.0,0.050002,271466041875.0,429922.79,264467393.0,4.222784,0.236811,4008314868.0,0,229,0,159.02777777777777,197,97,100,113.2183908045977,55.74712643678161,1592
lstm,2,LAX,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,50013671250.0,0.050014,271476690625.0,412679.72,267832676.0,2.599191,0.384735,3836066004.0,0,214,0,148.61111111111111,158,57,101,90.80459770114942,32.758620689655174,1439
lstm,2,HetSched,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,50007248750.0,0.050007,271471518750.0,463364.4,265299336.0,3.621014,0.276166,3541487213.0,0,320,0,222.22222222222223,256,162,94,147.1264367816092,93.10344827586206,1876
lstm,2,ELF,canny_0_deblur_0_gru_0_harris_0_lstm_2_,174,144,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,1255
lstm,3,FCFS,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,50009463750.0,0.050009,382149003125.0,423088.27,394917838.0,4.347393,0.230023,4492676689.0,0,133,0,92.36111111111111,135,41,94,77.58620689655173,23.563218390804597,1450
lstm,3,GEDF_D,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,50005362500.0,0.050005,382145267500.0,427742.13,394954191.0,4.292816,0.232947,4457495694.0,0,136,0,94.44444444444444,149,35,114,85.63218390804597,20.114942528735632,1444
lstm,3,GEDF_N,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,50007203125.0,0.050007,382147108125.0,431714.61,395085555.0,4.249961,0.235296,4405890716.0,0,140,0,97.22222222222223,186,77,109,106.89655172413792,44.252873563218394,1530
lstm,3,LAX,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,50001037500.0,0.050001,382144371875.0,418496.15,398611378.0,2.584326,0.386948,4366356758.0,0,140,0,97.22222222222223,144,40,104,82.75862068965517,22.988505747126435,1415
lstm,3,HetSched,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,50018601250.0,0.050019,382160446250.0,472222.98,396016524.0,3.61336,0.276751,3859492172.0,0,194,0,134.72222222222223,315,240,75,181.0344827586207,137.93103448275863,1913
lstm,3,ELF,canny_0_deblur_0_gru_0_harris_0_lstm_3_,174,144,8000,,,,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,943
