application_mix,app_mix_label,policy,app_mix_str,num_apps,total_edges,total_nodes,sim_ticks,sim_seconds,final_tick,host_seconds,sim_insts,system.cpu.cpi,system.cpu.ipc,mem_ctrls.bw_total::total,dag_deadlines_met,node_deadlines_met,percent_dag_deadlines_met,percent_node_deadlines_met,num_forwards,num_colocations,forwards_only,percent_forwards,percent_colocations,total_dags,avg_deadline_difference,max_deadline_difference,min_deadline_difference,median_deadline_difference,avg_slowdown,max_slowdown,min_slowdown,median_slowdown,slowdown_p25,slowdown_p75
canny-gru-lstm,CGL,HetSched,canny_1_deblur_0_gru_1_harris_0_lstm_1_,3,337,276,8002370625.0,0.008002,19312753125.0,35791.27,13866168.0,3.56915,0.280179,3398894812.0,2,151,66.66666666666667,54.710144927536234,79,79,0,23.44213649851632,23.44213649851632,276,-4731.333333333333,1001.0,-12063.0,-3132.0,0.6699531584368312,1.125125,0.2762344753104938,0.6085,0.4423672376552469,0.8668125
canny-gru-lstm,CGL,ELF,canny_1_deblur_0_gru_1_harris_0_lstm_1_,3,337,276,8078111250.0,0.008078,19087001250.0,38417.54,14143078.0,2.574985,0.388352,2734078712.0,1,257,33.333333333333336,93.1159420289855,230,223,7,68.24925816023739,66.17210682492582,276,-2706.0,272.0,-8589.0,199.0,0.8478484355312893,1.034,0.4846703065938681,1.024875,0.7547726532969341,1.0294375
canny-harris-lstm,CHL,FCFS,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,9335184375.0,0.009335,15485627500.0,34394.52,7227189.0,4.503626,0.222043,2575578482.0,3,174,100.0,100.0,58,41,17,27.61904761904762,19.523809523809526,174,-6592.333333333333,-1342.0,-11102.0,-7333.0,0.5753907071858563,0.83225,0.3338933221335573,0.5600287994240115,0.4469610607787844,0.6961393997120058
canny-harris-lstm,CHL,GEDF_D,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,10404473125.0,0.010404,16555331250.0,33916.43,7234633.0,4.400144,0.227265,2298258808.0,3,174,100.0,100.0,57,43,14,27.142857142857142,20.476190476190474,174,-6110.0,-1642.0,-10425.0,-6263.0,0.5978300083998319,0.79475,0.374512509749805,0.624227515449691,0.499370012599748,0.7094887577248454
canny-harris-lstm,CHL,GEDF_N,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,10581779375.0,0.010582,16732787500.0,33667.96,7245092.0,4.404456,0.227043,2402207332.0,3,174,100.0,100.0,43,27,16,20.476190476190474,12.857142857142856,174,-5855.0,-1366.0,-10113.0,-6086.0,0.6191098128037439,0.82925,0.39323213535729284,0.6348473030539389,0.5140397192056159,0.7320486515269695
canny-harris-lstm,CHL,LAX,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,10600461875.0,0.0106,16752505000.0,28806.77,7654097.0,2.456558,0.407074,2286835827.0,3,174,100.0,100.0,52,36,16,24.761904761904763,17.142857142857142,174,-5841.0,-1352.0,-10104.0,-6067.0,0.6202531349373013,0.831,0.3937721245575089,0.6359872802543949,0.5148797024059519,0.7334936401271974
canny-harris-lstm,CHL,ELFD,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,9337915000.0,0.009338,15489160000.0,24991.33,7232660.0,4.452891,0.224573,2588882422.0,3,174,100.0,100.0,57,40,17,27.142857142857142,19.047619047619047,174,-6586.666666666667,-1351.0,-11079.0,-7330.0,0.5755356967860643,0.831125,0.3352732945341093,0.5602087958240836,0.4477410451790964,0.6956668979120417
canny-harris-lstm,CHL,LL,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,10619520000.0,0.01062,16865562500.0,15238.5,7316377.0,3.798262,0.263278,2393923266.0,3,174,100.0,100.0,23,23,0,10.952380952380953,10.952380952380953,174,-5815.666666666667,-1328.0,-10071.0,-6048.0,0.6222931141377172,0.834,0.39575208495830083,0.6371272574548509,0.5164396712065759,0.7355636287274254
canny-harris-lstm,CHL,HetSched,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,9193133125.0,0.009193,15380875625.0,25258.08,7273629.0,3.692476,0.270821,1974013838.0,3,174,100.0,100.0,79,79,0,37.61904761904762,37.61904761904762,174,-7382.333333333333,-2167.0,-12505.0,-7475.0,0.5101163251734966,0.729125,0.249715005699886,0.5515089698206036,0.4006119877602448,0.6403169849103019
canny-harris-lstm,CHL,ELF,canny_1_deblur_0_gru_0_harris_1_lstm_1_,3,210,174,9241723125.0,0.009242,15393491250.0,29315.24,7435049.0,2.609004,0.383288,1403303240.0,3,174,100.0,100.0,143,126,17,68.0952380952381,60.0,174,-7379.333333333333,-3130.0,-11582.0,-7426.0,0.4894309363812724,0.60875,0.3050938981220376,0.5544489110217795,0.42977140457190854,0.5815994555108898
deblur-gru-harris,DGH,FCFS,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,22054565625.0,0.022055,27553405000.0,32862.12,6986938.0,4.403039,0.227116,790793902.0,2,142,66.66666666666667,88.75,98,64,34,48.756218905472636,31.8407960199005,160,-1506.3333333333333,5387.0,-7090.0,-2816.0,0.848607347853043,1.3232135357292854,0.5746085078298434,0.648,0.6113042539149217,0.9856067678646427
deblur-gru-harris,DGH,GEDF_D,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,23109017500.0,0.023109,28608280000.0,32746.61,6991873.0,4.321589,0.231396,744089445.0,2,141,66.66666666666667,88.125,99,65,34,49.25373134328358,32.33830845771145,160,-863.3333333333334,6441.0,-6036.0,-2995.0,0.8833081713365732,1.386452270954581,0.625625,0.6378472430551388,0.6317361215275694,1.0121497570048599
deblur-gru-harris,DGH,GEDF_N,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,21968837500.0,0.021969,27468180000.0,32413.35,6997848.0,4.359473,0.229386,845341771.0,2,142,66.66666666666667,88.75,90,57,33,44.776119402985074,28.35820895522388,160,22.666666666666668,5301.0,-2730.0,-2503.0,0.9422088808223835,1.3180536389272215,0.65875,0.8498230035399292,0.7542865017699646,1.0839383212335754
deblur-gru-harris,DGH,LAX,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,22098411875.0,0.022098,27598866250.0,28237.64,7317378.0,2.489456,0.401694,757405016.0,2,142,66.66666666666667,88.75,107,71,36,53.233830845771145,35.32338308457712,160,-1540.0,5431.0,-7174.0,-2877.0,0.8452656971860563,1.3258534829303414,0.5695686086278274,0.640375,0.6049718043139137,0.9831142414651708
deblur-gru-harris,DGH,ELFD,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,22049513125.0,0.02205,27549127500.0,24706.92,6991317.0,4.347173,0.230035,790986717.0,2,142,66.66666666666667,88.75,98,64,34,48.756218905472636,31.8407960199005,160,-1511.0,5382.0,-7095.0,-2820.0,0.8482406851862963,1.3229135417291653,0.5743085138297234,0.6475,0.6109042569148617,0.9852067708645826
deblur-gru-harris,DGH,LL,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,21985331250.0,0.021985,27831121250.0,15490.69,7062723.0,3.739603,0.267408,844687205.0,2,142,66.66666666666667,88.75,12,3,9,5.970149253731343,1.4925373134328357,160,43.666666666666664,5317.0,-2702.0,-2484.0,0.9440755334893302,1.3190136197276054,0.66225,0.8509629807403852,0.7566064903701926,1.0849883002339953
deblur-gru-harris,DGH,HetSched,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,21986791250.0,0.021987,27751731250.0,24348.54,7030569.0,3.565504,0.280465,564503654.0,2,142,66.66666666666667,88.75,14,4,10,6.965174129353234,1.9900497512437811,160,-274.6666666666667,5319.0,-3660.0,-2483.0,0.9042188656226875,1.3191336173276536,0.5425,0.8510229795404092,0.6967614897702046,1.0850782984340315
deblur-gru-harris,DGH,ELF,canny_0_deblur_1_gru_1_harris_1_lstm_0_,3,201,160,21990453750.0,0.02199,27490673125.0,28031.67,7225214.0,2.588219,0.386366,561446896.0,2,142,66.66666666666667,88.75,142,107,35,70.64676616915423,53.233830845771145,160,-257.0,5322.0,-3604.0,-2489.0,0.9064922001559969,1.3193136137277255,0.5495,0.8506629867402652,0.7000814933701326,1.0849883002339953
deblur-gru-lstm,DGL,FCFS,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,17244071875.0,0.017244,28288181250.0,50985.09,13881515.0,4.554564,0.21956,2724159139.0,0,115,0.0,40.20979020979021,43,17,26,12.181303116147308,4.815864022662889,286,2562.3333333333335,4115.0,577.0,2995.0,1.3077897692046159,1.514375,1.0346193076138477,1.374375,1.2044971538069238,1.444375
deblur-gru-lstm,DGL,GEDF_D,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,25253190625.0,0.025253,36297300000.0,49993.01,13891449.0,4.476587,0.223384,1847246817.0,0,117,0.0,40.90909090909091,43,17,26,12.181303116147308,4.815864022662889,286,5059.0,8586.0,2764.0,3827.0,1.4463415656686867,1.5151496970060598,1.3455,1.478375,1.4119375,1.49676234850303
deblur-gru-lstm,DGL,GEDF_N,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,20196806875.0,0.020197,31241036250.0,50688.93,13894430.0,4.464457,0.223991,2316217820.0,0,129,0.0,45.10489510489511,44,18,26,12.464589235127479,5.099150141643059,286,3830.6666666666665,4004.0,3529.0,3959.0,1.4023702550948982,1.5005,1.2117357652846943,1.494875,1.3533053826423471,1.4976875
deblur-gru-lstm,DGL,LAX,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,16673085000.0,0.016673,27719000000.0,40403.44,14652614.0,2.427851,0.411887,2782309093.0,0,130,0.0,45.45454545454545,49,23,26,13.881019830028329,6.515580736543909,286,2929.0,4414.0,6.0,4367.0,1.3659949976000478,1.55175,1.000359992800144,1.545875,1.2731174964000722,1.5488125
deblur-gru-lstm,DGL,ELFD,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,17249828125.0,0.01725,28294597500.0,34541.68,13889282.0,4.5096,0.221749,2723250090.0,0,115,0.0,40.20979020979021,43,17,26,12.181303116147308,4.815864022662889,286,2567.0,4120.0,582.0,2999.0,1.308264767204656,1.515,1.0349193016139677,1.374875,1.204897150806984,1.4449375
deblur-gru-lstm,DGL,LL,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,20265511250.0,0.020266,31750246250.0,24701.69,14012149.0,3.84899,0.259808,2308535888.0,0,129,0.0,45.10489510489511,1,1,0,0.28328611898017,0.28328611898017,286,3897.6666666666665,4071.0,3597.0,4025.0,1.409271894562109,1.508875,1.2158156836863263,1.503125,1.359470341843163,1.506
deblur-gru-lstm,DGL,HetSched,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,16186680000.0,0.016187,27533705000.0,38570.96,13908668.0,3.596592,0.278041,1712035575.0,2,166,66.66666666666667,58.04195804195804,78,78,0,22.096317280453256,22.096317280453256,286,-852.6666666666666,1054.0,-3131.0,-481.0,0.9038385257294855,1.13175,0.608625,0.9711405771884563,0.7898827885942281,1.0514452885942283
deblur-gru-lstm,DGL,ELF,canny_0_deblur_1_gru_1_harris_0_lstm_1_,3,353,286,16984385000.0,0.016984,28030205000.0,41047.95,14206676.0,2.58378,0.38703,1334457503.0,0,240,0.0,83.91608391608392,244,218,26,69.12181303116147,61.756373937677054,286,370.3333333333333,460.0,317.0,334.0,1.0394232065358693,1.0575,1.0190196196076078,1.04175,1.0303848098038038,1.049625
deblur-harris-lstm,DHL,FCFS,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,22061773750.0,0.022062,28247451250.0,37249.15,7263400.0,4.502267,0.22211,1095390075.0,2,166,66.66666666666667,90.21739130434783,75,41,34,33.1858407079646,18.141592920353983,184,-1046.6666666666667,5394.0,-7083.0,-1451.0,0.905762342253155,1.3236335273294535,0.5750284994300114,0.818625,0.6968267497150058,1.0711292636647267
deblur-harris-lstm,DHL,GEDF_D,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,24459410000.0,0.024459,30645500000.0,36688.91,7271829.0,4.411194,0.226696,982673908.0,2,165,66.66666666666667,89.67391304347827,75,41,34,33.1858407079646,18.141592920353983,184,488.3333333333333,7792.0,-4685.0,-1642.0,0.9937220905581888,1.4675106497870043,0.7189056218875622,0.79475,0.7568278109437812,1.131130324893502
deblur-harris-lstm,DHL,GEDF_N,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,21979707500.0,0.02198,28165927500.0,36568.84,7279600.0,4.464749,0.223977,1177014753.0,2,166,66.66666666666667,90.21739130434783,59,26,33,26.10619469026549,11.504424778761061,184,514.0,5312.0,-2492.0,-1278.0,1.0031488720225594,1.3187136257274854,0.84025,0.8504829903401931,0.8453664951700965,1.0845983080338393
deblur-harris-lstm,DHL,LAX,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,23276222500.0,0.023276,29463205000.0,30350.56,7717492.0,2.460565,0.406411,1058007071.0,2,166,66.66666666666667,90.21739130434783,67,34,33,29.646017699115045,15.04424778761062,184,-219.33333333333334,6609.0,-5997.0,-1270.0,0.9593230885382292,1.3965320693586127,0.6401871962560749,0.84125,0.7407185981280375,1.1188910346793064
deblur-harris-lstm,DHL,ELFD,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,22064738750.0,0.022065,28251136250.0,26802.31,7268441.0,4.45911,0.22426,1095251581.0,2,166,66.66666666666667,90.21739130434783,75,41,34,33.1858407079646,18.141592920353983,184,-1045.6666666666667,5397.0,-7081.0,-1453.0,0.9057790069198616,1.3238135237295254,0.5751484970300594,0.818375,0.6967617485150297,1.0710942618647628
deblur-harris-lstm,DHL,LL,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,21974326875.0,0.021974,28255956250.0,17022.15,7355304.0,3.835153,0.260746,1177349556.0,2,166,66.66666666666667,90.21739130434783,23,23,0,10.176991150442479,10.176991150442479,184,523.0,5306.0,-2496.0,-1241.0,1.0044905426891464,1.3183536329273415,0.844875,0.8502429951400972,0.8475589975700486,1.0842983140337195
deblur-harris-lstm,DHL,HetSched,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,21980536875.0,0.021981,28204361250.0,27788.99,7317293.0,3.722513,0.268636,869122720.0,2,166,66.66666666666667,90.21739130434783,77,77,0,34.070796460176986,34.070796460176986,184,221.66666666666666,5313.0,-2489.0,-2159.0,0.9665205370892581,1.3187736245275095,0.730125,0.8506629867402652,0.7903939933701326,1.0847183056338874
deblur-harris-lstm,DHL,ELF,canny_0_deblur_1_gru_0_harris_1_lstm_1_,3,226,184,21988005625.0,0.021988,28174755000.0,31309.64,7501296.0,2.605282,0.383836,619225237.0,2,166,66.66666666666667,90.21739130434783,156,123,33,69.02654867256636,54.424778761061944,184,-89.0,5320.0,-3095.0,-2492.0,0.9276005354892902,1.3191936161276774,0.613125,0.8504829903401931,0.7318039951700965,1.0848383032339353
gru-harris-lstm,GHL,FCFS,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,11220841875.0,0.011221,22310895000.0,49159.43,13896346.0,4.542657,0.220136,4245881417.0,1,125,33.333333333333336,44.326241134751776,27,17,10,7.82608695652174,4.9275362318840585,282,-826.3333333333334,4221.0,-9857.0,3157.0,1.1102806093878124,1.527625,0.40859182816343675,1.394625,0.9016084140817184,1.461125
gru-harris-lstm,GHL,GEDF_D,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,15880718125.0,0.015881,26970966250.0,48622.07,13914529.0,4.417081,0.226394,2963045602.0,1,132,33.333333333333336,46.808510638297875,32,19,13,9.27536231884058,5.507246376811594,282,1937.0,3831.0,-787.0,2767.0,1.2591769814603708,1.478875,0.9527809443811124,1.345875,1.149327972190556,1.412375
gru-harris-lstm,GHL,GEDF_N,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,15765014375.0,0.015765,26855397500.0,49019.65,13918175.0,4.382091,0.228202,2968176171.0,1,142,33.333333333333336,50.354609929078016,35,21,14,10.144927536231885,6.086956521739131,282,2231.6666666666665,3822.0,-903.0,3776.0,1.2985236945261094,1.47775,0.9458210835783284,1.472,1.2089105417891641,1.474875
gru-harris-lstm,GHL,LAX,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,11511995000.0,0.011512,22602985000.0,38750.15,14661910.0,2.412376,0.414529,4064924281.0,1,140,33.333333333333336,49.645390070921984,34,23,11,9.855072463768117,6.666666666666667,282,858.3333333333334,4512.0,-6402.0,4465.0,1.2460042274154517,1.564,0.615887682246355,1.558125,1.0870063411231774,1.5610625
gru-harris-lstm,GHL,ELFD,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,11221703750.0,0.011222,22312206250.0,33309.61,13904012.0,4.495887,0.222426,4245566722.0,1,125,33.333333333333336,44.326241134751776,27,17,10,7.82608695652174,4.9275362318840585,282,-826.6666666666666,4221.0,-9858.0,3157.0,1.1102606097878043,1.527625,0.40853182936341276,1.394625,0.9015784146817064,1.461125
gru-harris-lstm,GHL,LL,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,15832048750.0,0.015832,27363011250.0,22843.86,14032801.0,3.799698,0.263179,2955826927.0,1,142,33.333333333333336,50.354609929078016,1,1,0,0.2898550724637681,0.2898550724637681,282,2296.6666666666665,3886.0,-836.0,3840.0,1.3051970010599787,1.48575,0.9498410031799364,1.48,1.2149205015899682,1.482875
gru-harris-lstm,GHL,HetSched,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,8693690625.0,0.008694,20082865000.0,36751.2,13923875.0,3.542035,0.282324,3166588413.0,2,162,66.66666666666667,57.4468085106383,79,79,0,22.89855072463768,22.89855072463768,282,-3421.3333333333335,951.0,-7975.0,-3240.0,0.7451281899362012,1.118875,0.5215095698086039,0.595,0.5582547849043019,0.8569375
gru-harris-lstm,GHL,ELF,canny_0_deblur_0_gru_1_harris_1_lstm_1_,3,345,282,12221243125.0,0.012221,23312003125.0,38948.45,14210262.0,2.564542,0.389933,1834083470.0,1,263,33.333333333333336,93.26241134751773,237,223,14,68.69565217391305,64.6376811594203,282,-1326.3333333333333,270.0,-4446.0,197.0,0.930540111697766,1.03375,0.7332453350932981,1.024625,0.878935167546649,1.0291875
